Record ID,First Name,Last Name,Phone Number,Job Title,Contact owner,Number of Employees,Company Name,Industry,Country/Region,City,State/Region,Website URL,Associated Company,Legal basis for processing contact's data,Became a Marketing Qualified Lead Date
51000252,Nadia,Mercier,+33678294565,Directeur,marie.dupont@agence.fr,12,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2024-05-02
51000256,Sarah,O'Brien,+33756659398,Responsable achats,lea.bonnet@agence.fr,120,Brightpath,RETAIL,France,Nantes,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2020-04-17
51000257,Julien,Marchand,+33304335048,Responsable achats,,12,Atelier Nord,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2026-04-13
51000258,Leïla,Roux,+33196931572,Chargé de projet,marie.dupont@agence.fr,40,Roseau Paysage,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2023-08-04
51000259,Amina,François,+33766139060,CTO,lea.bonnet@agence.fr,500,Menhir Data,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2022-09-18
51000261,Inès,François,+33722783769,Responsable achats,karim.haddad@agence.fr,5,Lorette & Fils,CONSTRUCTION,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2020-11-01
51000262,Claire,Blanc,+33465535590,CTO,,12,Sablier,RETAIL,France,Paris,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2025-03-15
51000263,Élodie,O'Brien,+33603924051,CTO,marie.dupont@agence.fr,12,Dynamo Lab,FINANCIAL_SERVICES,France,Lyon,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2025-07-02
51000265,Inès,O'Brien,+33663681579,Directeur,,5,Sablier,COMPUTER_SOFTWARE,France,Lyon,,https://www.sablier.fr/accueil,Sablier,Consent,2026-04-01
51000266,Rémi,Da Silva,+33205554384,Directeur,,500,Kaolin,CONSTRUCTION,France,Lyon,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2022-01-19
51000267,Claire,Van Damme,+33489363926,CTO,,12,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2025-06-24
51000269,Sarah,Chevalier,+33220994999,Responsable achats,karim.haddad@agence.fr,40,Dynamo Lab,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2024-05-10
51000271,Élodie,Benali,+33797573660,Chargé de projet,,500,Sablier,FINANCIAL_SERVICES,France,Lille,,https://www.sablier.fr/accueil,Sablier,Consent,2024-06-23
51000273,Lucas,Marchand,+33277181298,Responsable achats,lea.bonnet@agence.fr,5,Atelier Nord,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2025-11-07
51000274,Élodie,Nguyen,+33621117518,Chargé de projet,karim.haddad@agence.fr,500,Sablier,RETAIL,France,Paris,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2023-08-29
51000278,Marc,Nguyen,+33145561681,CTO,marie.dupont@agence.fr,40,Atelier Nord,FINANCIAL_SERVICES,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2022-06-04
51000279,Élodie,Benali,+33581794695,CTO,lea.bonnet@agence.fr,500,Atelier Nord,FINANCIAL_SERVICES,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2025-10-23
51000280,Antoine,Fontaine,+33330107139,Chargé de projet,lea.bonnet@agence.fr,500,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2023-11-08
51000281,Élodie,Marchand,+33388501556,Directeur,lea.bonnet@agence.fr,120,Iris Optique,RETAIL,France,Rennes,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2025-09-14
51000286,Claire,Benali,+33557142241,Directeur,marie.dupont@agence.fr,500,Roseau Paysage,CONSTRUCTION,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2023-04-02
51000288,Amina,Girard,+33779545381,Chargé de projet,marie.dupont@agence.fr,5,Atelier Nord,RETAIL,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2019-10-26
51000291,Antoine,Van Damme,+33796695832,Directeur,,500,Sablier,FINANCIAL_SERVICES,France,Nantes,,https://www.sablier.fr/accueil,Sablier,,2022-08-23
51000293,Amina,Perrin,+33254946519,Directeur,,40,Atelier Nord,COMPUTER_SOFTWARE,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2021-06-13
51000294,Julien,Duval,+33740369656,Chargé de projet,karim.haddad@agence.fr,120,Verso,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.verso.fr/accueil,Verso,Consent,2022-06-08
51000296,Sarah,Leroy,+33453269097,Responsable achats,lea.bonnet@agence.fr,500,Lorette & Fils,FINANCIAL_SERVICES,France,Marseille,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2020-04-09
51000298,Claire,Mercier,+33579565442,Directeur,lea.bonnet@agence.fr,40,Menhir Data,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.menhirdata.fr/accueil,Menhir Data,,2021-03-16
51000299,Leïla,Girard,+33790471281,CTO,lea.bonnet@agence.fr,40,Atelier Nord,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2025-11-19
51000300,Paul,Girard,+33452437280,CTO,karim.haddad@agence.fr,120,Atelier Nord,RETAIL,France,Lyon,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2024-10-07
51000301,Sarah,Girard,+33750410276,Chargé de projet,karim.haddad@agence.fr,120,Roseau Paysage,RETAIL,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2019-12-26
51000303,Thomas,Blanc,+33625800106,Directeur,,12,Roseau Paysage,CONSTRUCTION,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2020-08-19
51000306,Antoine,Petit,+33439174101,Directeur,lea.bonnet@agence.fr,5,Dynamo Lab,RETAIL,France,Lyon,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2020-05-26
51000307,Camille,Lambert,+33656908776,Chargé de projet,karim.haddad@agence.fr,120,Lorette & Fils,RETAIL,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2023-06-23
51000308,Victor,O'Brien,+33115851743,Responsable achats,,40,Brightpath,RETAIL,France,Paris,,https://www.brightpath.fr/accueil,Brightpath,Consent,2023-01-25
51000309,Hugo,Fontaine,+33220309376,Directeur,lea.bonnet@agence.fr,500,Sablier,RETAIL,France,Paris,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2021-07-21
51000310,Claire,Lambert,+33287829310,Responsable achats,marie.dupont@agence.fr,500,Brightpath,COMPUTER_SOFTWARE,France,Lyon,,https://www.brightpath.fr/accueil,Brightpath,Consent,2025-12-25
51000311,Sophie,Duval,+33717929111,Chargé de projet,karim.haddad@agence.fr,12,Dynamo Lab,RETAIL,France,Marseille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-11-26
51000313,Leïla,Lambert,+33562071002,Directeur,lea.bonnet@agence.fr,120,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2025-05-05
51000314,Inès,Leroy,+33290927914,CTO,karim.haddad@agence.fr,5,Kaolin,FINANCIAL_SERVICES,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Consent,2021-11-04
51000321,Lucas,Benali,+33210742799,Directeur,karim.haddad@agence.fr,12,Dynamo Lab,CONSTRUCTION,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2022-06-11
51000322,Camille,François,+33146498931,CTO,lea.bonnet@agence.fr,5,Lorette & Fils,RETAIL,France,Marseille,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2022-09-24
51000323,Paul,Lambert,+33681832538,Directeur,karim.haddad@agence.fr,40,Brightpath,CONSTRUCTION,France,Marseille,,https://www.brightpath.fr/accueil,Brightpath,Consent,2022-05-10
51000324,Lucas,Chevalier,+33377881788,CTO,lea.bonnet@agence.fr,12,Menhir Data,RETAIL,France,Paris,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2025-10-02
51000325,Amina,Girard,+33241272380,CTO,karim.haddad@agence.fr,40,Iris Optique,RETAIL,France,Nantes,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2025-08-07
51000326,Camille,Marchand,+33738569557,Chargé de projet,karim.haddad@agence.fr,12,Roseau Paysage,CONSTRUCTION,France,Lyon,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2025-10-04
51000329,Camille,Mercier,+33647492975,Directeur,marie.dupont@agence.fr,500,Verso,COMPUTER_SOFTWARE,France,Marseille,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2022-10-01
51000332,Sarah,De la Fontaine,+33766299123,CTO,lea.bonnet@agence.fr,500,Kaolin,RETAIL,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2023-03-24
51000335,Lucas,Chevalier,+33590429025,Chargé de projet,lea.bonnet@agence.fr,5,Kaolin,CONSTRUCTION,France,Marseille,,https://www.kaolin.fr/accueil,Kaolin,,2025-02-14
51000339,Nadia,De la Fontaine,+33776031089,Directeur,lea.bonnet@agence.fr,5,Sablier,CONSTRUCTION,France,Bordeaux,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2025-08-04
51000341,Camille,Leroy,+33280138759,Responsable achats,marie.dupont@agence.fr,40,Roseau Paysage,RETAIL,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2024-04-25
51000342,Manon,Roux,+33317182754,Directeur,,120,Lorette & Fils,CONSTRUCTION,France,Nantes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2025-03-13
51000343,Rémi,Nguyen,+33363175207,Directeur,marie.dupont@agence.fr,12,Roseau Paysage,RETAIL,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2020-04-02
51000344,Leïla,Petit,+33253961367,CTO,lea.bonnet@agence.fr,40,Dynamo Lab,RETAIL,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-09-26
51000346,Paul,Da Silva,+33511877347,Chargé de projet,lea.bonnet@agence.fr,500,Dynamo Lab,COMPUTER_SOFTWARE,France,Rennes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2023-01-25
51000347,Lucas,Petit,+33767700284,Responsable achats,karim.haddad@agence.fr,120,Lorette & Fils,RETAIL,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2021-06-01
51000348,Leïla,Fontaine,+33478280647,Chargé de projet,lea.bonnet@agence.fr,40,Verso,COMPUTER_SOFTWARE,France,Paris,,https://www.verso.fr/accueil,Verso,Consent,2020-05-31
51000351,Amina,Da Silva,+33135785294,CTO,,500,Atelier Nord,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2025-05-14
51000353,Lucas,Mercier,+33449878208,Responsable achats,karim.haddad@agence.fr,40,Brightpath,FINANCIAL_SERVICES,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Consent,2024-03-21
51000354,Lucas,Blanc,+33372324665,Directeur,,40,Menhir Data,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2020-08-09
51000355,Paul,Roux,+33230347786,Chargé de projet,karim.haddad@agence.fr,40,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2023-10-16
51000356,Inès,Mercier,+33700159416,CTO,marie.dupont@agence.fr,12,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-12-28
51000357,Manon,Petit,+33547139155,Chargé de projet,karim.haddad@agence.fr,12,Verso,MARKETING_AND_ADVERTISING,France,Paris,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2019-12-15
51000358,Élodie,Chevalier,+33790785158,Chargé de projet,karim.haddad@agence.fr,12,Kaolin,CONSTRUCTION,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2021-11-19
51000359,Hugo,Marchand,+33703486451,Responsable achats,marie.dupont@agence.fr,40,Menhir Data,CONSTRUCTION,France,Paris,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2026-01-27
51000361,Victor,Da Silva,+33627206345,Directeur,karim.haddad@agence.fr,12,Kaolin,FINANCIAL_SERVICES,France,Bordeaux,,https://www.kaolin.fr/accueil,Kaolin,,2026-02-26
51000362,Claire,Nguyen,+33295431652,Chargé de projet,karim.haddad@agence.fr,5,Kaolin,FINANCIAL_SERVICES,France,Bordeaux,,https://www.kaolin.fr/accueil,Kaolin,Consent,2024-12-19
51000365,Camille,Marchand,+33435971072,CTO,karim.haddad@agence.fr,120,Iris Optique,FINANCIAL_SERVICES,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2023-10-28
51000366,Olivier,Mercier,+33275990048,Chargé de projet,lea.bonnet@agence.fr,500,Menhir Data,COMPUTER_SOFTWARE,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2025-11-17
51000369,Lucas,Petit,+33687771215,Directeur,karim.haddad@agence.fr,500,Kaolin,CONSTRUCTION,France,Lille,,https://www.kaolin.fr/accueil,Kaolin,Consent,2026-01-02
51000370,Leïla,Benali,+33526137150,CTO,marie.dupont@agence.fr,40,Atelier Nord,FINANCIAL_SERVICES,France,Paris,,https://www.ateliernord.fr/accueil,Atelier Nord,,2026-06-02
51000372,Nadia,Mercier,+33442361032,Chargé de projet,karim.haddad@agence.fr,40,Atelier Nord,RETAIL,France,Rennes,,https://www.ateliernord.fr/accueil,Atelier Nord,,2022-03-09
51000375,Manon,De la Fontaine,+33510818661,Chargé de projet,lea.bonnet@agence.fr,40,Iris Optique,FINANCIAL_SERVICES,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2020-02-02
51000376,Camille,Petit,+33760164597,Chargé de projet,lea.bonnet@agence.fr,12,Kaolin,MARKETING_AND_ADVERTISING,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Consent,2024-06-13
51000378,Camille,Benali,+33703723683,Directeur,karim.haddad@agence.fr,120,Sablier,COMPUTER_SOFTWARE,France,Paris,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2026-04-14
51000380,Victor,Marchand,+33489973080,Chargé de projet,marie.dupont@agence.fr,120,Menhir Data,RETAIL,France,Paris,,https://www.menhirdata.fr/accueil,Menhir Data,,2020-12-30
51000381,Paul,O'Brien,+33243757383,CTO,,40,Kaolin,RETAIL,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2021-07-28
51000382,Hugo,Fontaine,+33617223297,Directeur,lea.bonnet@agence.fr,12,Dynamo Lab,FINANCIAL_SERVICES,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2024-02-21
51000383,Hugo,Chevalier,+33780156193,Directeur,,40,Brightpath,CONSTRUCTION,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2024-09-07
51000384,Victor,Chevalier,+33610771199,Directeur,marie.dupont@agence.fr,5,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2020-09-06
51000386,Inès,O'Brien,+33632863266,Chargé de projet,lea.bonnet@agence.fr,120,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2022-06-02
51000389,Élodie,François,+33552008943,CTO,marie.dupont@agence.fr,40,Verso,CONSTRUCTION,France,Bordeaux,,https://www.verso.fr/accueil,Verso,Consent,2020-04-10
51000390,Hugo,Petit,+33390753998,Responsable achats,lea.bonnet@agence.fr,12,Menhir Data,RETAIL,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2025-01-24
51000391,Thomas,Petit,+33257126611,Directeur,,120,Brightpath,COMPUTER_SOFTWARE,France,Marseille,,https://www.brightpath.fr/accueil,Brightpath,Consent,2020-09-02
51000393,Manon,Petit,+33128519611,CTO,marie.dupont@agence.fr,12,Roseau Paysage,COMPUTER_SOFTWARE,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2021-05-10
51000394,Hugo,Marchand,+33722960443,Responsable achats,marie.dupont@agence.fr,500,Iris Optique,CONSTRUCTION,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2021-01-05
51000395,Lucas,Fontaine,+33456792287,Chargé de projet,karim.haddad@agence.fr,5,Atelier Nord,FINANCIAL_SERVICES,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2022-12-28
51000396,Lucas,Van Damme,+33507412094,Directeur,marie.dupont@agence.fr,500,Roseau Paysage,FINANCIAL_SERVICES,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2022-01-11
51000399,Marc,Lambert,+33104615265,CTO,marie.dupont@agence.fr,12,Atelier Nord,FINANCIAL_SERVICES,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2022-10-25
51000400,Antoine,Leroy,+33305786170,Chargé de projet,marie.dupont@agence.fr,500,Verso,FINANCIAL_SERVICES,France,Bordeaux,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2022-02-22
51000401,Thomas,Mercier,+33471832582,Responsable achats,,5,Dynamo Lab,RETAIL,France,Rennes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2023-01-18
51000405,Hugo,Benali,+33145319433,Chargé de projet,lea.bonnet@agence.fr,500,Kaolin,MARKETING_AND_ADVERTISING,France,Paris,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2026-05-11
51000406,Amina,Petit,+33428399921,Responsable achats,karim.haddad@agence.fr,500,Iris Optique,MARKETING_AND_ADVERTISING,France,Lille,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2020-01-30
51000408,Thomas,Lambert,+33450635190,Responsable achats,marie.dupont@agence.fr,12,Iris Optique,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,,2021-10-02
51000412,Olivier,Petit,+33193928456,Chargé de projet,,12,Menhir Data,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2019-10-16
51000414,Manon,Mercier,+33233153779,CTO,lea.bonnet@agence.fr,40,Menhir Data,RETAIL,France,Marseille,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2021-09-24
51000418,Olivier,Moreau,+33565596309,Responsable achats,karim.haddad@agence.fr,12,Dynamo Lab,COMPUTER_SOFTWARE,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2024-05-03
51000419,Sophie,Leroy,+33617912868,CTO,,40,Atelier Nord,CONSTRUCTION,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2020-12-24
51000421,Nadia,Moreau,+33553907895,Chargé de projet,,40,Sablier,RETAIL,France,Marseille,,https://www.sablier.fr/accueil,Sablier,,2023-02-26
51000425,Victor,Duval,+33724075536,Chargé de projet,lea.bonnet@agence.fr,500,Brightpath,COMPUTER_SOFTWARE,France,Lille,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2024-11-26
51000429,Élodie,Leroy,+33127169385,Chargé de projet,marie.dupont@agence.fr,40,Kaolin,RETAIL,France,Marseille,,https://www.kaolin.fr/accueil,Kaolin,Consent,2023-05-17
51000430,Rémi,Van Damme,+33229676291,Chargé de projet,karim.haddad@agence.fr,40,Atelier Nord,FINANCIAL_SERVICES,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2024-07-01
51000435,Élodie,François,+33220681558,Responsable achats,,5,Roseau Paysage,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2025-05-19
51000436,Hugo,Da Silva,+33306373149,CTO,karim.haddad@agence.fr,40,Dynamo Lab,FINANCIAL_SERVICES,France,Nantes,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2026-04-18
51000441,Sarah,Marchand,+33429344973,CTO,lea.bonnet@agence.fr,120,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2024-03-31
51000442,Lucas,Leroy,+33270661498,Responsable achats,karim.haddad@agence.fr,120,Atelier Nord,RETAIL,France,Marseille,,https://www.ateliernord.fr/accueil,Atelier Nord,,2021-08-08
51000443,Rémi,Van Damme,+33327323008,CTO,,40,Verso,RETAIL,France,Nantes,,https://www.verso.fr/accueil,Verso,,2021-01-26
51000444,Leïla,François,+33492364587,CTO,,12,Lorette & Fils,MARKETING_AND_ADVERTISING,France,Nantes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2026-01-10
51000445,Hugo,Duval,+33424399201,Directeur,,500,Dynamo Lab,COMPUTER_SOFTWARE,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2023-07-14
51000449,Olivier,Duval,+33190138069,CTO,lea.bonnet@agence.fr,120,Menhir Data,CONSTRUCTION,France,Marseille,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2023-06-25
51000450,Claire,Da Silva,+33469055107,Chargé de projet,marie.dupont@agence.fr,5,Roseau Paysage,FINANCIAL_SERVICES,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2022-05-31
51000451,Thomas,O'Brien,+33430505057,Responsable achats,,5,Kaolin,CONSTRUCTION,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,,2021-02-18
51000456,Thomas,Fontaine,+33320954814,Chargé de projet,,120,Kaolin,COMPUTER_SOFTWARE,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,,2024-10-23
51000457,Sophie,Benali,+33776420865,Chargé de projet,lea.bonnet@agence.fr,120,Roseau Paysage,COMPUTER_SOFTWARE,France,Lille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2025-11-15
51000458,Rémi,Marchand,+33125904729,Responsable achats,,12,Roseau Paysage,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2020-04-26
51000460,Amina,Roux,+33474926176,CTO,,5,Menhir Data,COMPUTER_SOFTWARE,France,Paris,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2025-02-17
51000461,Olivier,Fontaine,+33599741926,Chargé de projet,,500,Verso,MARKETING_AND_ADVERTISING,France,Paris,,https://www.verso.fr/accueil,Verso,,2023-12-10
51000463,Sarah,Da Silva,+33532184011,CTO,karim.haddad@agence.fr,5,Sablier,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2026-01-09
51000465,Sophie,Perrin,+33342961844,Chargé de projet,,5,Verso,CONSTRUCTION,France,Bordeaux,,https://www.verso.fr/accueil,Verso,,2024-01-16
51000466,Sophie,Mercier,+33335989262,CTO,marie.dupont@agence.fr,12,Roseau Paysage,COMPUTER_SOFTWARE,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2025-09-02
51000467,Victor,Petit,+33315542340,Directeur,,5,Verso,MARKETING_AND_ADVERTISING,France,Lille,,https://www.verso.fr/accueil,Verso,Consent,2021-11-25
51000468,Rémi,Blanc,+33394849102,CTO,lea.bonnet@agence.fr,500,Kaolin,FINANCIAL_SERVICES,France,Rennes,,https://www.kaolin.fr/accueil,Kaolin,,2025-05-23
51000469,Antoine,Blanc,+33682226940,CTO,,12,Dynamo Lab,RETAIL,France,Marseille,,https://www.dynamolab.fr/accueil,Dynamo Lab,,2023-07-23
51000470,Manon,Marchand,+33634146511,Directeur,marie.dupont@agence.fr,500,Iris Optique,COMPUTER_SOFTWARE,France,Paris,,https://www.irisoptique.fr/accueil,Iris Optique,Consent,2021-08-31
51000471,Rémi,Mercier,+33527788160,Responsable achats,,40,Kaolin,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.kaolin.fr/accueil,Kaolin,Consent,2026-05-06
51000472,Manon,Perrin,+33683215285,Directeur,,40,Menhir Data,COMPUTER_SOFTWARE,France,Marseille,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2021-06-07
51000473,Thomas,Mercier,+33444309634,Directeur,,40,Sablier,COMPUTER_SOFTWARE,France,Lille,,https://www.sablier.fr/accueil,Sablier,,2023-03-18
51000474,Claire,Marchand,+33326501673,Directeur,karim.haddad@agence.fr,5,Brightpath,RETAIL,France,Paris,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2025-04-06
51000476,Rémi,Lambert,+33650237416,Chargé de projet,karim.haddad@agence.fr,120,Dynamo Lab,FINANCIAL_SERVICES,France,Bordeaux,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2022-01-14
51000477,Amina,Moreau,+33225803056,Directeur,lea.bonnet@agence.fr,120,Sablier,COMPUTER_SOFTWARE,France,Rennes,,https://www.sablier.fr/accueil,Sablier,,2025-04-03
51000482,Sophie,Perrin,+33633711895,CTO,karim.haddad@agence.fr,12,Sablier,COMPUTER_SOFTWARE,France,Lyon,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2026-01-01
51000486,Inès,Lambert,+33105955184,Responsable achats,lea.bonnet@agence.fr,5,Roseau Paysage,COMPUTER_SOFTWARE,France,Rennes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2024-02-09
51000490,Inès,Moreau,+33718513279,Chargé de projet,lea.bonnet@agence.fr,12,Atelier Nord,MARKETING_AND_ADVERTISING,France,Paris,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2026-04-24
51000491,Inès,Mercier,+33184186203,Directeur,,40,Sablier,CONSTRUCTION,France,Lyon,,https://www.sablier.fr/accueil,Sablier,Consent,2026-03-24
51000494,Antoine,François,+33642152265,CTO,,500,Sablier,CONSTRUCTION,France,Lyon,,https://www.sablier.fr/accueil,Sablier,Consent,2019-12-26
51000495,Thomas,Van Damme,+33587883619,Chargé de projet,karim.haddad@agence.fr,12,Lorette & Fils,CONSTRUCTION,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2020-04-20
51000498,Sophie,Girard,+33547657041,Responsable achats,marie.dupont@agence.fr,12,Kaolin,FINANCIAL_SERVICES,France,Lyon,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2024-11-22
